06089010801 , 0.0
06007001800 , 0.0
06045010900 , 0.0
06115040500 , 0.0
06061021107 , 0.0
06017030803 , 0.0
06113011001 , 0.0
06067006101 , 0.0
06067005402 , 0.0
06067000900 , 0.0
06113010607 , 0.0
06067005002 , 0.0
06097153600 , 0.0
06097153501 , 0.0
06097150605 , 0.0
06023011200 , 0.0
06021010300 , 0.0
06067007801 , 0.0
06067005300 , 0.0
06005000301 , 0.0
06067009609 , 0.0
06021010501 , 0.0
06057000801 , 0.0
06101050504 , 0.0
06067007207 , 0.0
06113011101 , 0.0
06097151308 , 0.0
06089010600 , 0.0
06017031000 , 0.0
06067005102 , 0.0
06097151800 , 0.0
06021010200 , 0.0
06057000701 , 0.0
06067008210 , 0.0
06113011102 , 0.0
06067008912 , 0.0
06067009112 , 0.0
06045011100 , 0.0
06067002100 , 0.0
06067004904 , 0.0
06095253105 , 0.0
06007000300 , 0.0
06061021108 , 0.0
06051000100 , 0.0
06113011103 , 0.0
06067006600 , 0.0
06067009111 , 0.0
06067009614 , 0.0
06067009405 , 0.0
06089010702 , 0.0
06033001000 , 0.0
06113010102 , 0.0
06045011200 , 0.0
06113011205 , 0.0
06055202000 , 0.0
06067001200 , 0.0
06067004700 , 0.0
06097151201 , 0.0
06089010701 , 0.0
06017030702 , 0.0
06067006300 , 0.0
06067002800 , 0.0
06097154302 , 0.0
06061022001 , 0.0
06115040600 , 0.0
06067008403 , 0.0
06067001500 , 0.0
06097150201 , 0.0
06007000400 , 0.0
06017031100 , 0.0
06067008600 , 0.0
06067005506 , 0.0
06113010501 , 0.0
06097153002 , 0.0
06005000100 , 0.0
06067008133 , 0.0
06067005001 , 0.0
06089010802 , 0.0
06033000500 , 0.0
06045011800 , 0.0
06113011002 , 0.0
06097153801 , 0.0
06095251903 , 0.0
06109002200 , 0.0
06077003408 , 0.0
06013360100 , 0.0
06013303200 , 0.0
06077000700 , 0.0
06077003803 , 0.0
06001422700 , 0.0
06077005110 , 0.0
06075010500 , 0.0
06075011700 , 0.0
06001406300 , 0.0
06075017601 , 0.0
06075017700 , 0.0
06075020400 , 0.0
06077004202 , 0.0
06075013500 , 0.0
06075016800 , 0.0
06095251902 , 0.0
06041107000 , 0.0
06013375000 , 0.0
06077003802 , 0.0
06001423100 , 0.0
06077003307 , 0.0
06001403600 , 0.0
06075022702 , 0.0
06013374000 , 0.0
06013390200 , 0.0
06013352201 , 0.0
06001427800 , 0.0
06001407300 , 0.0
06095252102 , 0.0
06013315000 , 0.0
06077003306 , 0.0
06013321101 , 0.0
06077005111 , 0.0
06001430100 , 0.0
06075011100 , 0.0
06013325000 , 0.0
06075020100 , 0.0
06077003407 , 0.0
06013336200 , 0.0
06041128200 , 0.0
06001422800 , 0.0
06075017901 , 0.0
06001409000 , 0.0
06013313202 , 0.0
06077003114 , 0.0
06041121200 , 0.0
06013343001 , 0.0
